customer_id,plan,country,monthly_usage_hours,tenure_months,subscription_type,churn
12751,Basic,UK,41,8,Monthly,1
12752,Basic,Germany,78,7,Yearly,1
12753,Basic,Germany,9,46,Monthly,0
12754,Basic,USA,45,7,Yearly,0
12755,Standard,Australia,16,11,Monthly,0
12756,Premium,Canada,13,24,Monthly,0
12757,Basic,Germany,22,21,Monthly,1
12758,Premium,USA,55,20,Monthly,0
12759,Basic,UK,177,29,Monthly,0
12760,Basic,UK,42,42,Yearly,0
12761,Basic,Germany,70,10,Monthly,1
12762,Standard,USA,67,16,Monthly,0
12763,Basic,India,44,10,Monthly,0
12764,Standard,Australia,6,38,Monthly,0
12765,Standard,Australia,60,33,Monthly,0
12766,Standard,Canada,29,5,Monthly,1
12767,Standard,Germany,50,12,Monthly,1
12768,Premium,India,91,8,Monthly,0
12769,Basic,Canada,53,6,Yearly,0
12770,Basic,India,34,23,Monthly,0
12771,Standard,Australia,12,42,Monthly,0
12772,Standard,USA,77,3,Yearly,1
12773,Basic,Germany,65,38,Yearly,1
12774,Basic,India,54,29,Monthly,0
12775,Basic,India,38,34,Yearly,0
12776,Basic,India,93,4,Yearly,1
12777,Basic,Australia,103,7,Yearly,0
12778,Premium,Germany,73,21,Yearly,0
12779,Standard,USA,104,44,Yearly,0
12780,Basic,USA,58,10,Monthly,1
12781,Standard,India,46,32,Monthly,1
12782,Premium,USA,66,25,Monthly,0
12783,Basic,Canada,50,13,Monthly,0
12784,Basic,USA,50,21,Yearly,0
12785,Standard,India,49,19,Yearly,0
12786,Standard,Canada,116,8,Yearly,0
12787,Basic,Germany,50,40,Monthly,0
12788,Premium,UK,51,20,Yearly,0
12789,Basic,Australia,41,8,Monthly,0
12790,Basic,USA,71,16,Monthly,0
12791,Basic,Canada,155,28,Monthly,1
12792,Basic,UK,58,10,Monthly,0
12793,Standard,Germany,36,45,Monthly,1
12794,Premium,UK,111,21,Yearly,0
12795,Basic,Germany,39,37,Yearly,0
12796,Premium,India,147,44,Monthly,1
12797,Premium,India,48,15,Monthly,0
12798,Basic,Australia,65,6,Yearly,0
12799,Standard,Australia,81,41,Yearly,0
12800,Basic,Germany,39,35,Monthly,0
12801,Standard,UK,23,21,Yearly,0
12802,Basic,Australia,44,17,Monthly,0
12803,Standard,USA,50,26,Monthly,1
12804,Basic,UK,19,10,Yearly,1
12805,Premium,Australia,45,34,Monthly,0
12806,Premium,UK,91,7,Monthly,0
12807,Basic,USA,66,32,Monthly,0
12808,Basic,UK,31,4,Yearly,1
12809,Basic,UK,94,10,Monthly,1
12810,Standard,Canada,20,39,Yearly,0
12811,Basic,Germany,47,44,Monthly,1
12812,Standard,India,32,15,Monthly,1
12813,Basic,Australia,57,35,Monthly,0
12814,Basic,Australia,111,33,Monthly,0
12815,Basic,Australia,136,25,Monthly,0
12816,Basic,Germany,58,47,Monthly,0
12817,Standard,UK,115,47,Monthly,0
12818,Premium,USA,57,11,Monthly,0
12819,Basic,USA,74,34,Monthly,1
12820,Standard,India,86,36,Monthly,0
12821,Basic,India,79,17,Monthly,1
12822,Standard,India,60,12,Monthly,0
12823,Basic,USA,18,16,Yearly,0
12824,Standard,UK,109,33,Monthly,0
12825,Premium,India,59,26,Monthly,0
12826,Basic,India,109,10,Monthly,0
12827,Standard,USA,63,13,Monthly,0
12828,Basic,Australia,32,18,Monthly,0
12829,Basic,UK,14,21,Monthly,1
12830,Basic,India,65,47,Yearly,1
12831,Basic,UK,22,42,Yearly,0
12832,Basic,Canada,124,23,Yearly,0
12833,Basic,Australia,43,47,Monthly,1
12834,Basic,Australia,36,23,Monthly,0
12835,Basic,India,118,36,Monthly,0
12836,Standard,India,50,5,Yearly,0
12837,Premium,USA,23,39,Yearly,0
12838,Basic,Australia,92,45,Monthly,1
12839,Basic,Canada,30,15,Monthly,0
12840,Basic,Canada,84,24,Yearly,1
12841,Premium,Canada,51,12,Monthly,0
12842,Standard,Germany,32,19,Monthly,1
12843,Basic,USA,50,33,Yearly,0
12844,Basic,USA,69,25,Monthly,0
12845,Basic,India,58,38,Yearly,0
12846,Basic,USA,59,13,Monthly,1
12847,Premium,India,35,24,Monthly,0
12848,Premium,India,22,39,Monthly,1
12849,Basic,Germany,44,3,Monthly,0
12850,Standard,USA,9,12,Monthly,1
12851,Basic,USA,72,37,Monthly,0
12852,Basic,Germany,57,2,Monthly,1
12853,Premium,Germany,55,20,Monthly,0
12854,Standard,USA,55,40,Yearly,0
12855,Basic,USA,14,34,Monthly,0
12856,Basic,India,46,22,Monthly,1
12857,Premium,UK,50,15,Yearly,0
12858,Standard,Australia,68,33,Monthly,1
12859,Basic,India,8,2,Monthly,0
12860,Basic,Canada,21,35,Yearly,1
12861,Basic,Canada,171,34,Monthly,0
12862,Premium,UK,80,27,Yearly,0
12863,Standard,Australia,40,31,Yearly,1
12864,Basic,Germany,10,13,Yearly,1
12865,Standard,Canada,62,30,Yearly,0
12866,Standard,Germany,79,26,Yearly,0
12867,Basic,Germany,28,24,Monthly,0
12868,Basic,India,92,1,Monthly,0
12869,Standard,Germany,126,38,Yearly,0
12870,Standard,UK,15,38,Yearly,0
12871,Standard,India,83,39,Yearly,1
12872,Premium,UK,84,22,Monthly,0
12873,Basic,Germany,80,10,Yearly,0
12874,Basic,Canada,109,46,Yearly,0
12875,Premium,Australia,39,27,Monthly,1
12876,Basic,Germany,14,42,Yearly,0
12877,Standard,UK,22,2,Monthly,1
12878,Standard,USA,41,19,Monthly,0
12879,Standard,USA,30,11,Monthly,0
12880,Basic,Canada,23,47,Monthly,0
12881,Standard,Australia,83,14,Yearly,0
12882,Premium,UK,45,47,Monthly,1
12883,Standard,Canada,105,33,Yearly,1
12884,Basic,India,43,44,Yearly,0
12885,Basic,Germany,54,41,Monthly,1
12886,Basic,India,82,18,Monthly,0
12887,Basic,USA,93,29,Monthly,0
12888,Basic,Germany,58,30,Monthly,1
12889,Premium,India,42,3,Yearly,0
12890,Standard,USA,24,32,Monthly,0
12891,Standard,Australia,27,15,Yearly,0
12892,Standard,India,85,23,Monthly,1
12893,Basic,Germany,162,34,Monthly,0
12894,Premium,India,29,46,Monthly,1
12895,Basic,Germany,19,41,Yearly,0
12896,Basic,India,30,16,Monthly,1
12897,Basic,Canada,7,40,Monthly,1
12898,Premium,Australia,42,6,Monthly,0
12899,Premium,India,22,16,Monthly,0
12900,Basic,India,96,46,Monthly,0
12901,Premium,Canada,26,38,Monthly,0
12902,Basic,USA,46,20,Yearly,0
12903,Basic,Germany,74,28,Yearly,0
12904,Premium,UK,40,26,Monthly,1
12905,Premium,USA,62,39,Yearly,0
12906,Standard,Germany,39,6,Monthly,0
12907,Standard,India,72,45,Monthly,0
12908,Premium,USA,76,16,Monthly,0
12909,Standard,India,20,33,Monthly,0
12910,Premium,USA,70,12,Monthly,0
12911,Standard,USA,27,14,Yearly,1
12912,Premium,UK,49,39,Monthly,0
12913,Premium,Canada,12,2,Monthly,0
12914,Basic,USA,50,13,Monthly,0
12915,Premium,India,41,44,Monthly,0
12916,Basic,UK,45,19,Yearly,0
12917,Basic,USA,23,34,Monthly,1
12918,Standard,Canada,74,9,Yearly,0
12919,Basic,India,91,31,Yearly,0
12920,Standard,UK,59,15,Yearly,0
12921,Premium,Germany,58,4,Monthly,0
12922,Basic,Australia,38,47,Monthly,1
12923,Basic,Canada,40,46,Monthly,1
12924,Premium,Germany,87,32,Monthly,1
12925,Basic,Germany,109,17,Monthly,1
12926,Basic,UK,66,5,Monthly,1
12927,Basic,UK,34,45,Monthly,0
12928,Standard,UK,37,39,Monthly,1
12929,Standard,Germany,15,33,Monthly,0
12930,Premium,Australia,55,28,Monthly,1
12931,Basic,India,47,13,Monthly,1
12932,Premium,UK,35,4,Monthly,1
12933,Standard,Canada,16,28,Monthly,1
12934,Basic,UK,85,13,Monthly,0
12935,Standard,Australia,61,28,Monthly,1
12936,Standard,UK,23,45,Monthly,0
12937,Standard,Australia,89,35,Yearly,0
12938,Basic,UK,62,40,Yearly,0
12939,Basic,Germany,39,24,Yearly,0
12940,Basic,Australia,25,9,Monthly,1
12941,Basic,India,41,7,Monthly,1
12942,Standard,UK,43,37,Yearly,0
12943,Basic,Germany,70,36,Monthly,0
12944,Standard,Canada,101,22,Yearly,0
12945,Basic,India,26,3,Monthly,0
12946,Basic,Germany,73,8,Monthly,1
12947,Standard,Australia,54,4,Monthly,1
12948,Basic,USA,125,43,Yearly,0
12949,Premium,Canada,110,42,Monthly,0
12950,Basic,Canada,31,2,Monthly,1
12951,Basic,USA,64,46,Yearly,1
12952,Premium,Germany,39,40,Yearly,0
12953,Standard,Germany,27,6,Monthly,1
12954,Basic,Australia,26,22,Yearly,0
12955,Basic,Canada,45,3,Yearly,0
12956,Standard,Germany,36,17,Monthly,1
12957,Premium,USA,145,10,Monthly,0
12958,Premium,Germany,69,24,Yearly,0
12959,Basic,Canada,76,47,Yearly,0
12960,Premium,Germany,61,40,Monthly,1
12961,Basic,India,116,39,Monthly,0
12962,Basic,USA,37,28,Yearly,1
12963,Premium,USA,63,39,Yearly,0
12964,Basic,UK,59,45,Yearly,0
12965,Basic,Germany,91,30,Yearly,0
12966,Basic,Australia,79,28,Yearly,1
12967,Basic,USA,95,4,Monthly,0
12968,Standard,Germany,49,18,Yearly,0
12969,Standard,India,35,39,Monthly,0
12970,Basic,Canada,75,3,Monthly,1
12971,Standard,Canada,40,46,Monthly,0
12972,Premium,UK,18,1,Yearly,1
12973,Premium,UK,64,33,Monthly,1
12974,Basic,Australia,39,16,Monthly,1
12975,Premium,USA,61,46,Monthly,0
12976,Standard,Australia,27,30,Monthly,1
12977,Basic,USA,30,40,Monthly,1
12978,Basic,USA,83,33,Monthly,1
12979,Basic,India,60,36,Yearly,0
12980,Standard,UK,150,31,Monthly,0
12981,Basic,UK,83,36,Monthly,0
12982,Standard,Canada,52,36,Yearly,0
12983,Basic,UK,65,47,Yearly,0
12984,Premium,UK,55,10,Monthly,1
12985,Basic,India,95,22,Yearly,0
12986,Premium,Australia,53,28,Monthly,1
12987,Premium,USA,72,36,Yearly,0
12988,Basic,Australia,26,32,Monthly,0
12989,Basic,India,14,46,Yearly,1
12990,Basic,Germany,18,13,Monthly,0
12991,Premium,Canada,81,34,Monthly,1
12992,Standard,Canada,69,1,Yearly,0
12993,Basic,Canada,28,16,Monthly,0
12994,Basic,Australia,37,27,Yearly,1
12995,Basic,USA,27,22,Yearly,0
12996,Premium,USA,53,31,Monthly,1
12997,Standard,USA,98,29,Monthly,0
12998,Premium,Canada,75,22,Yearly,0
12999,Basic,Canada,168,7,Monthly,0
13000,Basic,Australia,44,40,Monthly,1
13001,Premium,Australia,83,4,Monthly,1
13002,Basic,Canada,85,14,Monthly,0
13003,Premium,Germany,67,43,Monthly,0
13004,Basic,Germany,17,17,Yearly,0
13005,Basic,Australia,53,1,Monthly,0
13006,Standard,Canada,112,2,Monthly,0
13007,Premium,USA,53,18,Monthly,0
13008,Premium,USA,18,3,Monthly,0
13009,Basic,Germany,58,21,Monthly,0
13010,Basic,Germany,69,13,Monthly,0
13011,Standard,Canada,47,47,Monthly,0
13012,Standard,Canada,32,27,Yearly,1
13013,Standard,USA,94,3,Yearly,0
13014,Basic,Australia,39,5,Monthly,1
13015,Premium,UK,54,37,Yearly,0
13016,Standard,Australia,48,38,Yearly,1
13017,Premium,USA,167,2,Monthly,0
13018,Standard,Australia,32,30,Yearly,1
13019,Basic,USA,108,6,Monthly,0
13020,Premium,Canada,112,27,Yearly,0
13021,Standard,UK,64,13,Monthly,0
13022,Premium,UK,79,5,Yearly,1
13023,Premium,Canada,140,25,Monthly,0
13024,Standard,India,117,27,Monthly,0
13025,Standard,Canada,178,16,Monthly,1
13026,Basic,Germany,83,7,Yearly,0
13027,Basic,Australia,50,43,Monthly,1
13028,Basic,UK,70,3,Monthly,0
13029,Basic,Canada,57,15,Monthly,1
13030,Basic,USA,33,17,Monthly,1
13031,Basic,USA,81,3,Monthly,1
13032,Basic,Australia,70,2,Yearly,1
13033,Basic,USA,51,46,Yearly,0
13034,Basic,Canada,73,5,Monthly,0
13035,Basic,India,9,24,Monthly,1
13036,Standard,Germany,51,31,Monthly,1
13037,Standard,USA,82,36,Monthly,1
13038,Basic,Canada,90,44,Monthly,0
13039,Standard,India,107,7,Monthly,1
13040,Premium,UK,30,25,Yearly,1
13041,Basic,UK,42,43,Monthly,0
13042,Standard,Australia,78,20,Monthly,0
13043,Premium,Germany,34,25,Yearly,0
13044,Premium,Canada,48,2,Monthly,1
13045,Basic,Canada,28,2,Monthly,1
13046,Standard,USA,36,10,Yearly,1
13047,Basic,India,44,6,Monthly,0
13048,Standard,Germany,74,11,Monthly,1
13049,Premium,India,83,29,Monthly,0
13050,Standard,Germany,77,30,Yearly,0
13051,Premium,Canada,25,21,Yearly,0
13052,Basic,Canada,24,27,Monthly,0
13053,Premium,Germany,81,47,Monthly,1
13054,Standard,India,33,42,Monthly,1
13055,Basic,Australia,68,36,Monthly,0
13056,Standard,UK,65,45,Yearly,0
13057,Basic,UK,33,33,Monthly,1
13058,Basic,USA,97,47,Monthly,0
13059,Premium,USA,119,27,Monthly,0
13060,Basic,Australia,12,37,Monthly,1
13061,Standard,India,144,6,Yearly,0
13062,Basic,Australia,141,39,Yearly,0
13063,Basic,Canada,70,8,Monthly,1
13064,Premium,India,6,12,Monthly,1
13065,Basic,Germany,20,47,Yearly,0
13066,Standard,UK,44,3,Monthly,1
13067,Standard,USA,32,9,Monthly,0
13068,Standard,India,41,43,Monthly,0
13069,Premium,India,111,12,Monthly,0
13070,Standard,Germany,47,40,Yearly,0
13071,Basic,Canada,72,46,Monthly,0
13072,Premium,Canada,56,3,Monthly,1
13073,Basic,UK,36,33,Monthly,1
13074,Standard,Australia,148,13,Monthly,1
13075,Premium,Australia,23,12,Yearly,1
13076,Standard,USA,55,37,Monthly,0
13077,Premium,Canada,41,7,Yearly,0
13078,Standard,Canada,28,6,Monthly,0
13079,Premium,Canada,157,41,Yearly,0
13080,Premium,Australia,36,4,Monthly,1
13081,Basic,India,51,23,Monthly,0
13082,Basic,Canada,57,4,Monthly,1
13083,Basic,Australia,103,3,Yearly,0
13084,Standard,Germany,84,38,Monthly,1
13085,Basic,Australia,23,27,Monthly,0
13086,Basic,UK,34,11,Yearly,0
13087,Basic,Canada,74,29,Monthly,0
13088,Premium,USA,56,29,Monthly,1
13089,Standard,India,38,37,Monthly,1
13090,Basic,Germany,83,43,Monthly,0
13091,Basic,Australia,30,8,Yearly,0
13092,Basic,UK,29,32,Monthly,1
13093,Basic,India,19,14,Monthly,1
13094,Basic,Germany,66,20,Monthly,1
13095,Premium,India,56,24,Monthly,1
13096,Premium,UK,87,29,Monthly,1
13097,Basic,UK,28,1,Monthly,1
13098,Basic,Canada,4,10,Yearly,0
13099,Basic,USA,59,19,Monthly,0
13100,Basic,Canada,29,39,Yearly,1
13101,Basic,Australia,50,45,Yearly,0
13102,Basic,India,60,18,Monthly,0
13103,Basic,Canada,37,38,Monthly,1
13104,Standard,UK,69,7,Monthly,1
13105,Standard,UK,22,24,Monthly,0
13106,Standard,UK,61,22,Monthly,0
13107,Basic,Canada,70,16,Monthly,1
13108,Premium,Australia,54,6,Monthly,0
13109,Premium,Australia,54,43,Monthly,1
13110,Basic,Germany,50,7,Monthly,0
13111,Basic,Canada,42,18,Yearly,0
13112,Standard,Canada,81,35,Yearly,0
13113,Basic,Canada,12,24,Monthly,1
13114,Basic,Canada,120,16,Monthly,0
13115,Standard,UK,50,19,Monthly,0
13116,Standard,USA,77,19,Yearly,0
13117,Basic,Canada,58,43,Monthly,0
13118,Standard,Canada,10,1,Monthly,1
13119,Premium,USA,97,22,Monthly,1
13120,Basic,Canada,110,31,Monthly,0
13121,Standard,USA,43,14,Monthly,0
13122,Basic,UK,11,30,Monthly,0
13123,Basic,Germany,18,31,Monthly,0
13124,Standard,Canada,44,32,Yearly,0
13125,Basic,Germany,54,43,Monthly,1
13126,Basic,Canada,87,17,Yearly,0
13127,Basic,India,100,28,Monthly,0
13128,Standard,Australia,57,34,Yearly,0
13129,Standard,India,73,17,Yearly,0
13130,Basic,UK,24,6,Monthly,1
13131,Standard,Germany,30,29,Monthly,0
13132,Basic,Germany,29,9,Monthly,1
13133,Standard,USA,44,31,Monthly,1
13134,Basic,USA,39,30,Monthly,1
13135,Standard,Canada,88,9,Monthly,0
13136,Premium,USA,41,42,Monthly,0
13137,Premium,USA,60,10,Monthly,0
13138,Basic,Germany,69,38,Monthly,0
13139,Premium,India,52,33,Monthly,0
13140,Basic,Germany,82,3,Monthly,0
13141,Premium,USA,70,29,Monthly,0
13142,Basic,Canada,27,39,Monthly,1
13143,Basic,India,72,41,Monthly,0
13144,Basic,USA,30,14,Monthly,1
13145,Basic,USA,41,15,Monthly,1
13146,Standard,Australia,66,10,Yearly,0
13147,Premium,Canada,82,16,Monthly,0
13148,Standard,Canada,13,33,Monthly,1
13149,Standard,USA,94,28,Monthly,0
13150,Standard,USA,144,39,Monthly,1
13151,Basic,Germany,4,43,Monthly,1
13152,Basic,UK,56,24,Yearly,0
13153,Basic,Canada,8,15,Monthly,1
13154,Basic,Canada,97,13,Monthly,1
13155,Basic,Australia,27,19,Yearly,0
13156,Basic,Germany,39,11,Monthly,1
13157,Basic,India,36,13,Yearly,0
13158,Basic,Australia,42,40,Monthly,0
13159,Premium,Australia,50,32,Monthly,0
13160,Basic,India,15,26,Monthly,1
13161,Standard,India,168,42,Yearly,0
13162,Standard,Canada,39,16,Yearly,0
13163,Standard,UK,16,17,Yearly,1
13164,Basic,UK,87,13,Monthly,1
13165,Basic,Germany,57,13,Monthly,0
13166,Basic,India,105,15,Yearly,0
13167,Basic,India,56,44,Monthly,0
13168,Basic,USA,34,11,Monthly,1
13169,Standard,Germany,38,1,Monthly,1
13170,Standard,Australia,86,35,Yearly,0
13171,Standard,Australia,88,18,Monthly,0
13172,Basic,Germany,83,44,Yearly,0
13173,Basic,Canada,74,1,Monthly,1
13174,Premium,Canada,133,22,Yearly,0
13175,Basic,Germany,49,2,Monthly,1
13176,Standard,UK,18,30,Yearly,1
13177,Standard,Germany,35,18,Monthly,0
13178,Basic,UK,28,1,Yearly,0
13179,Basic,Canada,88,3,Monthly,1
13180,Basic,Germany,18,10,Yearly,0
13181,Basic,UK,18,15,Yearly,0
13182,Basic,USA,57,3,Monthly,1
13183,Basic,USA,121,13,Yearly,0
13184,Basic,Germany,96,24,Monthly,0
13185,Standard,India,61,39,Monthly,1
13186,Premium,Germany,99,30,Yearly,0
13187,Basic,Canada,39,43,Monthly,1
13188,Premium,Canada,133,32,Monthly,0
13189,Premium,USA,17,35,Monthly,0
13190,Premium,UK,25,35,Monthly,0
13191,Premium,USA,78,15,Monthly,0
13192,Basic,UK,80,34,Monthly,1
13193,Basic,Germany,123,39,Monthly,1
13194,Standard,India,34,34,Yearly,1
13195,Standard,Canada,101,18,Monthly,1
13196,Premium,Germany,58,35,Monthly,0
13197,Premium,USA,22,23,Monthly,1
13198,Standard,Australia,18,32,Yearly,0
13199,Basic,Australia,41,19,Yearly,0
13200,Basic,Germany,46,29,Monthly,0
13201,Basic,India,15,40,Yearly,1
13202,Standard,UK,71,44,Yearly,0
13203,Standard,India,77,12,Monthly,1
13204,Premium,USA,40,4,Yearly,0
13205,Standard,India,47,22,Monthly,0
13206,Premium,Canada,97,43,Yearly,0
13207,Standard,Australia,71,45,Monthly,1
13208,Premium,India,73,15,Monthly,1
13209,Basic,Germany,55,21,Yearly,0
13210,Premium,UK,56,42,Yearly,0
13211,Standard,Canada,59,35,Monthly,0
13212,Basic,Canada,23,42,Yearly,0
13213,Basic,Canada,44,19,Monthly,1
13214,Premium,USA,60,8,Monthly,1
13215,Basic,USA,78,36,Monthly,0
13216,Basic,Germany,73,15,Monthly,1
13217,Basic,UK,63,4,Monthly,0
13218,Standard,India,48,25,Yearly,0
13219,Premium,Germany,77,37,Monthly,0
13220,Basic,USA,77,26,Monthly,0
13221,Basic,Germany,46,9,Yearly,0
13222,Premium,UK,46,44,Yearly,0
13223,Standard,Germany,12,31,Yearly,0
13224,Premium,Australia,150,6,Yearly,1
13225,Basic,Australia,67,25,Yearly,0
13226,Basic,Canada,86,6,Yearly,0
13227,Basic,India,109,19,Yearly,0
13228,Standard,USA,13,5,Monthly,1
13229,Basic,USA,44,5,Yearly,1
13230,Basic,Australia,41,5,Yearly,0
13231,Basic,UK,43,20,Monthly,1
13232,Basic,UK,24,46,Monthly,1
13233,Premium,UK,108,13,Yearly,0
13234,Basic,USA,57,9,Monthly,0
13235,Standard,Canada,56,14,Monthly,1
13236,Premium,India,78,13,Yearly,0
13237,Basic,UK,12,47,Yearly,0
13238,Standard,USA,52,33,Monthly,0
13239,Premium,Canada,87,23,Monthly,0
13240,Premium,UK,120,30,Monthly,1
13241,Basic,UK,66,18,Yearly,0
13242,Basic,India,81,18,Yearly,0
13243,Basic,Australia,80,43,Monthly,0
13244,Standard,India,49,36,Yearly,1
13245,Standard,Germany,62,14,Yearly,0
13246,Standard,Australia,38,12,Monthly,0
13247,Basic,Australia,94,39,Monthly,0
13248,Basic,Australia,26,27,Yearly,0
13249,Standard,UK,30,29,Yearly,0
13250,Basic,Germany,27,7,Yearly,0
13251,Standard,USA,40,15,Monthly,1
13252,Basic,India,34,19,Monthly,1
13253,Basic,Australia,46,9,Yearly,0
13254,Basic,Australia,54,20,Yearly,0
13255,Basic,Canada,85,44,Monthly,1
13256,Basic,UK,53,22,Monthly,1
13257,Basic,UK,43,36,Monthly,0
13258,Basic,Germany,38,32,Monthly,0
13259,Basic,India,101,3,Monthly,0
13260,Basic,Australia,58,18,Monthly,0
13261,Standard,Australia,90,16,Monthly,1
13262,Basic,Germany,15,3,Yearly,1
13263,Standard,UK,34,12,Yearly,1
13264,Standard,India,86,24,Yearly,0
13265,Standard,UK,30,11,Yearly,0
13266,Premium,India,89,23,Yearly,1
13267,Basic,UK,21,33,Monthly,1
13268,Standard,Canada,27,4,Monthly,1
13269,Premium,Australia,42,14,Yearly,1
13270,Premium,Germany,30,38,Yearly,0
13271,Basic,India,30,9,Monthly,0
13272,Basic,Germany,100,34,Yearly,0
13273,Basic,India,29,46,Monthly,1
13274,Standard,India,71,40,Monthly,1
13275,Standard,Australia,81,33,Monthly,0
13276,Basic,India,37,19,Monthly,1
13277,Standard,UK,28,37,Monthly,1
13278,Standard,USA,37,3,Yearly,1
13279,Basic,UK,124,37,Yearly,0
13280,Premium,USA,117,38,Yearly,0
13281,Standard,Australia,99,27,Monthly,0
13282,Basic,Australia,130,40,Monthly,1
13283,Standard,UK,73,6,Monthly,1
13284,Basic,USA,40,32,Yearly,0
13285,Standard,Australia,86,18,Monthly,1
13286,Premium,India,105,32,Monthly,1
13287,Premium,India,36,20,Monthly,1
13288,Basic,USA,111,36,Monthly,1
13289,Basic,USA,45,15,Yearly,0
13290,Basic,Germany,28,23,Monthly,1
13291,Standard,India,33,14,Monthly,0
13292,Basic,UK,47,21,Monthly,0
13293,Standard,Germany,72,46,Monthly,1
13294,Basic,USA,50,3,Yearly,0
13295,Basic,Australia,71,7,Yearly,1
13296,Basic,UK,156,17,Monthly,1
13297,Premium,Canada,12,4,Monthly,0
13298,Standard,Canada,64,45,Monthly,1
13299,Basic,Australia,55,35,Monthly,0
13300,Basic,Canada,42,6,Yearly,0
13301,Standard,Australia,8,32,Monthly,0
13302,Basic,UK,39,35,Monthly,0
13303,Standard,Australia,83,46,Monthly,1
13304,Premium,USA,67,22,Monthly,0
13305,Standard,UK,89,8,Yearly,0
13306,Standard,Germany,51,27,Yearly,0
13307,Standard,Germany,10,28,Monthly,1
13308,Premium,Canada,30,2,Monthly,1
13309,Premium,USA,19,2,Yearly,1
13310,Standard,Germany,104,46,Yearly,1
13311,Basic,India,12,27,Yearly,1
13312,Basic,India,70,7,Yearly,0
13313,Basic,Canada,159,12,Monthly,1
13314,Standard,Canada,11,8,Monthly,1
13315,Standard,Canada,32,9,Monthly,0
13316,Basic,Germany,69,22,Monthly,0
13317,Basic,USA,28,18,Monthly,1
13318,Basic,Australia,19,39,Yearly,1
13319,Premium,Australia,30,28,Yearly,0
13320,Standard,Canada,44,38,Yearly,0
13321,Standard,UK,45,34,Yearly,0
13322,Basic,Canada,56,6,Monthly,1
13323,Standard,Australia,2,31,Monthly,1
13324,Basic,Australia,100,15,Monthly,1
13325,Standard,Australia,28,4,Yearly,1
13326,Basic,Germany,99,5,Monthly,1
13327,Basic,USA,166,23,Yearly,1
13328,Basic,Canada,59,13,Yearly,0
13329,Basic,India,90,45,Yearly,0
13330,Premium,Canada,103,27,Monthly,1
13331,Basic,Canada,98,45,Monthly,1
13332,Basic,USA,28,31,Yearly,0
13333,Standard,UK,111,19,Monthly,0
13334,Premium,Canada,9,30,Yearly,0
13335,Basic,Canada,59,39,Monthly,0
13336,Standard,Australia,42,30,Monthly,0
13337,Premium,Germany,99,5,Yearly,0
13338,Basic,USA,46,11,Yearly,0
13339,Basic,Germany,116,10,Monthly,1
13340,Basic,Australia,60,41,Yearly,0
13341,Premium,Canada,68,1,Monthly,0
13342,Basic,Canada,49,15,Monthly,0
13343,Basic,India,27,21,Yearly,0
13344,Standard,Germany,29,22,Monthly,1
13345,Standard,Australia,11,32,Yearly,0
13346,Basic,USA,27,26,Monthly,0
13347,Standard,Canada,50,13,Monthly,0
13348,Basic,India,62,5,Monthly,1
13349,Basic,India,51,14,Yearly,0
13350,Standard,UK,96,4,Monthly,0
13351,Premium,USA,25,41,Monthly,1
13352,Basic,India,43,40,Monthly,1
13353,Premium,USA,20,8,Monthly,0
13354,Standard,Canada,35,9,Yearly,1
13355,Basic,UK,11,31,Monthly,0
13356,Standard,Australia,81,3,Monthly,1
13357,Basic,USA,18,27,Yearly,1
13358,Premium,Australia,32,9,Monthly,0
13359,Premium,UK,35,29,Monthly,1
13360,Basic,Australia,38,34,Monthly,1
13361,Basic,USA,40,29,Monthly,0
13362,Basic,Australia,88,47,Monthly,0
13363,Basic,USA,58,10,Monthly,0
13364,Basic,Germany,41,13,Monthly,0
13365,Basic,UK,183,1,Monthly,0
13366,Standard,USA,68,40,Monthly,0
13367,Basic,Germany,48,14,Yearly,0
13368,Premium,Germany,182,32,Monthly,0
13369,Premium,UK,50,16,Monthly,0
13370,Basic,Canada,38,26,Monthly,0
13371,Premium,UK,56,33,Monthly,1
13372,Basic,USA,24,31,Yearly,0
13373,Basic,Canada,11,8,Monthly,1
13374,Standard,UK,15,25,Yearly,1
13375,Basic,UK,71,33,Yearly,0
13376,Standard,UK,19,30,Yearly,1
13377,Premium,UK,67,1,Yearly,1
13378,Premium,Canada,59,1,Yearly,0
13379,Standard,USA,75,27,Monthly,1
13380,Standard,Germany,64,4,Monthly,1
13381,Basic,UK,35,37,Monthly,1
13382,Basic,Germany,191,24,Yearly,0
13383,Standard,Germany,35,44,Yearly,1
13384,Basic,Germany,39,24,Monthly,0
13385,Basic,UK,36,6,Yearly,0
13386,Basic,UK,19,39,Monthly,0
13387,Standard,Australia,36,1,Monthly,0
13388,Basic,UK,102,29,Yearly,0
13389,Standard,UK,28,24,Yearly,0
13390,Basic,India,99,13,Monthly,1
13391,Basic,USA,83,28,Monthly,0
13392,Basic,India,109,15,Monthly,1
13393,Basic,Australia,15,31,Monthly,1
13394,Premium,Canada,85,22,Monthly,1
13395,Basic,India,50,12,Yearly,0
13396,Basic,India,27,17,Monthly,0
13397,Standard,India,25,26,Monthly,1
13398,Basic,USA,52,13,Monthly,0
13399,Basic,Germany,45,41,Monthly,1
13400,Basic,Canada,86,45,Yearly,0
13401,Premium,Canada,90,17,Monthly,0
13402,Standard,USA,96,26,Monthly,1
13403,Basic,Australia,45,28,Monthly,1
13404,Basic,India,87,38,Monthly,0
